year,month,day,hospital
2013,3,30,311
2013,3,31,317
2013,4,1,380
2013,4,2,444
2013,4,3,458
2013,4,4,514
2013,4,5,483
2013,4,6,363
2013,4,7,318
2013,4,8,411
2013,4,9,449
2013,4,10,487
2013,4,11,486
2013,4,12,508
2013,4,13,372
2013,4,14,315
2013,4,15,461
2013,4,16,452
2013,4,17,474
2013,4,18,493
2013,4,19,443
2013,4,20,349
2013,4,21,338
2013,4,22,414
2013,4,23,433
2013,4,24,424
2013,4,25,459
2013,4,26,478
2013,4,27,342
2013,4,28,333
2013,4,29,473
2013,4,30,461
2013,5,1,500
2013,5,2,484
2013,5,3,492
2013,5,4,383
2013,5,5,319
2013,5,6,420
2013,5,7,415
2013,5,8,461
2013,5,9,477
2013,5,10,425
2013,5,11,364
2013,5,12,318
2013,5,13,440
2013,5,14,454
2013,5,15,450
2013,5,16,458
2013,5,17,423
2013,5,18,375
2013,5,19,322
2013,5,20,383
2013,5,21,423
2013,5,22,403
2013,5,23,370
2013,5,24,369
2013,5,25,221
2013,5,26,186
2013,5,27,254
2013,5,28,429
2013,5,29,448
2013,5,30,444
2013,5,31,431
2013,6,1,373
2013,6,2,298
2013,6,3,456
2013,6,4,446
2013,6,5,440
2013,6,6,503
2013,6,7,537
2013,6,8,346
2013,6,9,344
2013,6,10,466
2013,6,11,430
2013,6,12,454
2013,6,13,473
2013,6,14,468
2013,6,15,341
2013,6,16,279
2013,6,17,426
2013,6,18,422
2013,6,19,416
2013,6,20,443
2013,6,21,385
2013,6,22,333
2013,6,23,291
2013,6,24,426
2013,6,25,450
2013,6,26,455
2013,6,27,481
2013,6,28,426
2013,6,29,317
2013,6,30,281
2013,7,1,431
2013,7,2,435
2013,7,3,413
2013,7,4,264
2013,7,5,316
2013,7,6,244
2013,7,7,250
2013,7,8,391
2013,7,9,416
2013,7,10,458
2013,7,11,435
2013,7,12,466
2013,7,13,307
2013,7,14,271
2013,7,15,411
2013,7,16,486
2013,7,17,446
2013,7,18,480
2013,7,19,442
2013,7,20,341
2013,7,21,286
2013,7,22,417
2013,7,23,395
2013,7,24,467
2013,7,25,433
2013,7,26,426
2013,7,27,318
2013,7,28,300
2013,7,29,382
2013,7,30,402
2013,7,31,419
2013,8,1,324
2013,8,2,192
2013,8,3,138
2013,8,4,127
2013,8,5,385
2013,8,6,368
2013,8,7,424
2013,8,8,406
2013,8,9,460
2013,8,10,281
2013,8,11,147
2013,8,12,384
2013,8,13,423
2013,8,14,413
2013,8,15,395
2013,8,16,428
2013,8,17,315
2013,8,18,277
2013,8,19,393
2013,8,20,388
2013,8,21,410
2013,8,22,451
2013,8,23,388
2013,8,24,283
2013,8,25,257
2013,8,26,387
2013,8,27,407
2013,8,28,402
2013,8,29,411
2013,8,30,423
2013,8,31,278
2013,9,1,242
2013,9,2,244
2013,9,3,409
2013,9,4,427
2013,9,5,372
2013,9,6,418
2013,9,7,308
2013,9,8,280
2013,9,9,433
2013,9,10,443
2013,9,11,455
2013,9,12,496
2013,9,13,445
2013,9,14,305
2013,9,15,320
2013,9,16,444
2013,9,17,431
2013,9,18,422
2013,9,19,488
2013,9,20,471
2013,9,21,372
2013,9,22,304
2013,9,23,427
2013,9,24,413
2013,9,25,423
2013,9,26,409
2013,9,27,432
2013,9,28,359
2013,9,29,306
2013,9,30,440
2013,10,1,437
2013,10,2,470
2013,10,3,444
2013,10,4,484
2013,10,5,424
2013,10,6,326
2013,10,7,451
2013,10,8,445
2013,10,9,460
2013,10,10,460
2013,10,11,465
2013,10,12,336
2013,10,13,288
2013,10,14,384
2013,10,15,443
2013,10,16,465
2013,10,17,490
2013,10,18,483
2013,10,19,336
2013,10,20,333
2013,10,21,412
2013,10,22,419
2013,10,23,462
2013,10,24,452
2013,10,25,466
2013,10,26,384
2013,10,27,320
2013,10,28,408
2013,10,29,437
2013,10,30,437
2013,10,31,454
2013,11,1,504
2013,11,2,373
2013,11,3,368
2013,11,4,412
2013,11,5,421
2013,11,6,443
2013,11,7,456
2013,11,8,467
2013,11,9,355
2013,11,10,316
2013,11,11,372
2013,11,12,437
2013,11,13,492
2013,11,14,464
2013,11,15,477
2013,11,16,401
2013,11,17,304
2013,11,18,418
2013,11,19,453
2013,11,20,472
2013,11,21,483
2013,11,22,484
2013,11,23,380
2013,11,24,367
2013,11,25,489
2013,11,26,431
2013,11,27,442
2013,11,28,252
2013,11,29,295
2013,11,30,270
2013,12,1,258
2013,12,2,390
2013,12,3,487
2013,12,4,490
2013,12,5,502
2013,12,6,494
2013,12,7,388
2013,12,8,326
2013,12,9,431
2013,12,10,488
2013,12,11,467
2013,12,12,515
2013,12,13,493
2013,12,14,404
2013,12,15,329
2013,12,16,480
2013,12,17,532
2013,12,18,468
2013,12,19,494
2013,12,20,474
2013,12,21,313
2013,12,22,283
2013,12,23,365
2013,12,24,328
2013,12,25,227
2013,12,26,312
2013,12,27,350
2013,12,28,249
2013,12,29,280
2013,12,30,347
2013,12,31,421
2014,1,1,326
2014,1,2,373
2014,1,3,260
2014,1,4,287
2014,1,5,312
2014,1,6,438
2014,1,7,555
2014,1,8,532
2014,1,9,511
2014,1,10,508
2014,1,11,400
2014,1,12,305
2014,1,13,443
2014,1,14,461
2014,1,15,473
2014,1,16,527
2014,1,17,473
2014,1,18,365
2014,1,19,343
2014,1,20,295
2014,1,21,314
2014,1,22,384
2014,1,23,446
2014,1,24,488
2014,1,25,352
2014,1,26,355
2014,1,27,411
2014,1,28,486
2014,1,29,523
2014,1,30,495
2014,1,31,480
2014,2,1,357
2014,2,2,318
2014,2,3,415
2014,2,4,494
2014,2,5,471
2014,2,6,495
2014,2,7,518
2014,2,8,394
2014,2,9,350
2014,2,10,504
2014,2,11,503
2014,2,12,491
2014,2,13,370
2014,2,14,429
2014,2,15,336
2014,2,16,334
2014,2,17,295
2014,2,18,450
2014,2,19,499
2014,2,20,471
2014,2,21,468
2014,2,22,352
2014,2,23,327
2014,2,24,420
2014,2,25,516
2014,2,26,501
2014,2,27,514
2014,2,28,499
2014,3,1,406
2014,3,2,355
2014,3,3,451
2014,3,4,519
2014,3,5,543
2014,3,6,497
2014,3,7,492
2014,3,8,384
2014,3,9,354
2014,3,10,481
2014,3,11,490
2014,3,12,468
2014,3,13,563
2014,3,14,535
2014,3,15,374
2014,3,16,325
2014,3,17,429
2014,3,18,439
2014,3,19,509
2014,3,20,462
2014,3,21,455
2014,3,22,384
2014,3,23,419
2014,3,24,473
2014,3,25,474
2014,3,26,504
2014,3,27,511
2014,3,28,493
2014,3,29,395
2014,3,30,357
2014,3,31,485
2014,4,1,468
2014,4,2,479
2014,4,3,552
2014,4,4,511
2014,4,5,385
2014,4,6,413
2014,4,7,497
2014,4,8,440
2014,4,9,548
2014,4,10,448
2014,4,11,489
2014,4,12,433
2014,4,13,337
2014,4,14,440
2014,4,15,472
2014,4,16,470
2014,4,17,464
2014,4,18,428
2014,4,19,289
2014,4,20,294
2014,4,21,389
2014,4,22,441
2014,4,23,473
2014,4,24,472
2014,4,25,492
2014,4,26,428
2014,4,27,333
2014,4,28,424
2014,4,29,472
2014,4,30,533
2014,5,1,489
2014,5,2,451
2014,5,3,369
2014,5,4,331
2014,5,5,470
2014,5,6,445
2014,5,7,498
2014,5,8,476
2014,5,9,467
2014,5,10,364
2014,5,11,328
2014,5,12,424
2014,5,13,485
2014,5,14,468
2014,5,15,497
2014,5,16,473
2014,5,17,381
2014,5,18,310
2014,5,19,439
2014,5,20,454
2014,5,21,475
2014,5,22,439
2014,5,23,470
2014,5,24,259
2014,5,25,260
2014,5,26,256
2014,5,27,442
2014,5,28,491
2014,5,29,479
2014,5,30,451
2014,5,31,373
2014,6,1,312
2014,6,2,395
2014,6,3,437
2014,6,4,426
2014,6,5,472
2014,6,6,472
2014,6,7,369
2014,6,8,321
2014,6,9,373
2014,6,10,435
2014,6,11,478
2014,6,12,514
2014,6,13,483
2014,6,14,307
2014,6,15,269
2014,6,16,409
2014,6,17,463
2014,6,18,445
2014,6,19,457
2014,6,20,440
2014,6,21,286
2014,6,22,275
2014,6,23,391
2014,6,24,413
2014,6,25,454
2014,6,26,451
2014,6,27,403
2014,6,28,328
2014,6,29,277
2014,6,30,420
2014,7,1,431
2014,7,2,439
2014,7,3,372
2014,7,4,228
2014,7,5,172
2014,7,6,231
2014,7,7,375
2014,7,8,372
2014,7,9,422
2014,7,10,433
2014,7,11,398
2014,7,12,338
2014,7,13,285
2014,7,14,407
2014,7,15,427
2014,7,16,428
2014,7,17,441
2014,7,18,412
2014,7,19,287
2014,7,20,278
2014,7,21,358
2014,7,22,399
2014,7,23,435
2014,7,24,418
2014,7,25,407
2014,7,26,322
2014,7,27,269
2014,7,28,303
2014,7,29,392
2014,7,30,397
2014,7,31,419
2014,8,1,429
2014,8,2,313
2014,8,3,282
2014,8,4,402
2014,8,5,406
2014,8,6,426
2014,8,7,434
2014,8,8,424
2014,8,9,271
2014,8,10,264
2014,8,11,374
2014,8,12,428
2014,8,13,346
2014,8,14,441
2014,8,15,434
2014,8,16,267
2014,8,17,280
2014,8,18,362
2014,8,19,402
2014,8,20,382
2014,8,21,395
2014,8,22,377
2014,8,23,272
2014,8,24,243
2014,8,25,328
2014,8,26,402
2014,8,27,429
2014,8,28,409
2014,8,29,383
2014,8,30,243
2014,8,31,270
2014,9,1,221
2014,9,2,406
2014,9,3,426
2014,9,4,422
2014,9,5,416
2014,9,6,349
2014,9,7,314
2014,9,8,403
2014,9,9,438
2014,9,10,426
2014,9,11,441
2014,9,12,448
2014,9,13,364
2014,9,14,344
2014,9,15,411
2014,9,16,436
2014,9,17,455
2014,9,18,471
2014,9,19,442
2014,9,20,371
2014,9,21,252
2014,9,22,377
2014,9,23,402
2014,9,24,411
2014,9,25,387
2014,9,26,410
2014,9,27,344
2014,9,28,294
2014,9,29,400
2014,9,30,460
2014,10,1,468
2014,10,2,479
2014,10,3,420
2014,10,4,306
2014,10,5,304
2014,10,6,396
2014,10,7,432
2014,10,8,483
2014,10,9,448
2014,10,10,465
2014,10,11,358
2014,10,12,290
2014,10,13,380
2014,10,14,464
2014,10,15,461
2014,10,16,481
2014,10,17,429
2014,10,18,374
2014,10,19,296
2014,10,20,445
2014,10,21,464
2014,10,22,489
2014,10,23,464
2014,10,24,435
2014,10,25,377
2014,10,26,295
2014,10,27,408
2014,10,28,405
2014,10,29,431
2014,10,30,470
2014,10,31,502
2014,11,1,386
2014,11,2,299
2014,11,3,409
2014,11,4,448
2014,11,5,483
2014,11,6,492
2014,11,7,448
2014,11,8,373
2014,11,9,334
2014,11,10,395
2014,11,11,414
2014,11,12,425
2014,11,13,433
2014,11,14,460
2014,11,15,360
2014,11,16,305
2014,11,17,465
2014,11,18,501
2014,11,19,454
2014,11,20,465
2014,11,21,517
2014,11,22,416
2014,11,23,304
2014,11,24,413
2014,11,25,395
2014,11,26,418
2014,11,27,235
2014,11,28,294
2014,11,29,259
2014,11,30,240
2014,12,1,449
2014,12,2,461
2014,12,3,476
2014,12,4,459
2014,12,5,483
2014,12,6,357
2014,12,7,312
2014,12,8,425
2014,12,9,467
2014,12,10,444
2014,12,11,478
2014,12,12,448
2014,12,13,421
2014,12,14,353
2014,12,15,428
2014,12,16,456
2014,12,17,458
2014,12,18,502
2014,12,19,510
2014,12,20,306
2014,12,21,273
2014,12,22,382
2014,12,23,394
2014,12,24,347
2014,12,25,225
2014,12,26,252
2014,12,27,220
2014,12,28,253
2014,12,29,317
2014,12,30,386
2014,12,31,439
2015,1,1,314
2015,1,2,285
2015,1,3,313
2015,1,4,260
2015,1,5,404
2015,1,6,457
2015,1,7,446
2015,1,8,516
2015,1,9,480
2015,1,10,426
2015,1,11,314
2015,1,12,447
2015,1,13,433
2015,1,14,467
2015,1,15,473
2015,1,16,482
2015,1,17,352
2015,1,18,353
2015,1,19,301
2015,1,20,451
2015,1,21,416
2015,1,22,472
2015,1,23,473
2015,1,24,360
2015,1,25,318
2015,1,26,324
2015,1,27,135
2015,1,28,406
2015,1,29,428
2015,1,30,502
2015,1,31,372
2015,2,1,321
2015,2,2,406
2015,2,3,462
2015,2,4,423
2015,2,5,489
2015,2,6,464
2015,2,7,354
2015,2,8,312
2015,2,9,431
2015,2,10,458
2015,2,11,473
2015,2,12,460
2015,2,13,480
2015,2,14,349
2015,2,15,321
2015,2,16,306
2015,2,17,394
2015,2,18,451
2015,2,19,510
2015,2,20,503
2015,2,21,365
2015,2,22,305
2015,2,23,488
2015,2,24,500
2015,2,25,496
2015,2,26,499
2015,2,27,520
2015,2,28,348
2015,3,1,324
2015,3,2,476
2015,3,3,447
2015,3,4,497
2015,3,5,430
2015,3,6,464
2015,3,7,378
2015,3,8,285
2015,3,9,417
2015,3,10,468
2015,3,11,460
2015,3,12,494
2015,3,13,468
2015,3,14,404
2015,3,15,324
2015,3,16,403
2015,3,17,471
2015,3,18,456
2015,3,19,429
2015,3,20,453
2015,3,21,335
2015,3,22,315
2015,3,23,426
2015,3,24,446
2015,3,25,442
2015,3,26,420
2015,3,27,466
2015,3,28,348
2015,3,29,302
2015,3,30,406
2015,3,31,493
2015,4,1,454
2015,4,2,441
2015,4,3,408
2015,4,4,312
2015,4,5,292
2015,4,6,404
2015,4,7,478
2015,4,8,472
2015,4,9,502
2015,4,10,438
2015,4,11,343
2015,4,12,269
2015,4,13,395
2015,4,14,453
2015,4,15,490
2015,4,16,511
2015,4,17,443
2015,4,18,339
2015,4,19,314
2015,4,20,438
2015,4,21,477
2015,4,22,479
2015,4,23,493
2015,4,24,494
2015,4,25,344
2015,4,26,301
2015,4,27,401
2015,4,28,431
2015,4,29,472
2015,4,30,458
2015,5,1,451
2015,5,2,388
2015,5,3,333
2015,5,4,410
2015,5,5,487
2015,5,6,478
2015,5,7,412
2015,5,8,461
2015,5,9,327
2015,5,10,281
2015,5,11,430
2015,5,12,425
2015,5,13,476
2015,5,14,446
2015,5,15,466
2015,5,16,361
2015,5,17,335
2015,5,18,386
2015,5,19,465
2015,5,20,463
2015,5,21,460
2015,5,22,381
2015,5,23,286
2015,5,24,218
2015,5,25,250
2015,5,26,360
2015,5,27,411
2015,5,28,468
2015,5,29,453
2015,5,30,323
2015,5,31,310
2015,6,1,425
2015,6,2,444
2015,6,3,455
2015,6,4,441
2015,6,5,483
2015,6,6,336
2015,6,7,315
2015,6,8,427
2015,6,9,433
2015,6,10,449
2015,6,11,444
2015,6,12,464
2015,6,13,349
2015,6,14,290
2015,6,15,438
2015,6,16,444
2015,6,17,469
2015,6,18,451
2015,6,19,409
2015,6,20,315
2015,6,21,255
2015,6,22,369
2015,6,23,430
2015,6,24,428
2015,6,25,429
2015,6,26,413
2015,6,27,327
2015,6,28,269
2015,6,29,360
2015,6,30,377
